Eastern Date Hour,Zone Name,DAM Forecast Load,GMT Start Hour
1/1/2018 0:00,N.Y.C.,5670,5
1/1/2018 1:00,N.Y.C.,5540,6
1/1/2018 2:00,N.Y.C.,5391,7
1/1/2018 3:00,N.Y.C.,5268,8
1/1/2018 4:00,N.Y.C.,5220,9
1/1/2018 5:00,N.Y.C.,5259,10
1/1/2018 6:00,N.Y.C.,5343,11
1/1/2018 7:00,N.Y.C.,5383,12
1/1/2018 8:00,N.Y.C.,5473,13
1/1/2018 9:00,N.Y.C.,5668,14
1/1/2018 10:00,N.Y.C.,5837,15
1/1/2018 11:00,N.Y.C.,5959,16
1/1/2018 12:00,N.Y.C.,6043,17
1/1/2018 13:00,N.Y.C.,6090,18
1/1/2018 14:00,N.Y.C.,6126,19
1/1/2018 15:00,N.Y.C.,6159,20
1/1/2018 16:00,N.Y.C.,6271,21
1/1/2018 17:00,N.Y.C.,6539,22
1/1/2018 18:00,N.Y.C.,6606,23
1/1/2018 19:00,N.Y.C.,6589,0
1/1/2018 20:00,N.Y.C.,6520,1
1/1/2018 21:00,N.Y.C.,6383,2
1/1/2018 22:00,N.Y.C.,6156,3
1/1/2018 23:00,N.Y.C.,5855,4
1/2/2018 0:00,N.Y.C.,5683,5
1/2/2018 1:00,N.Y.C.,5476,6
1/2/2018 2:00,N.Y.C.,5348,7
1/2/2018 3:00,N.Y.C.,5296,8
1/2/2018 4:00,N.Y.C.,5326,9
1/2/2018 5:00,N.Y.C.,5527,10
1/2/2018 6:00,N.Y.C.,5943,11
1/2/2018 7:00,N.Y.C.,6379,12
1/2/2018 8:00,N.Y.C.,6646,13
1/2/2018 9:00,N.Y.C.,6842,14
1/2/2018 10:00,N.Y.C.,6924,15
1/2/2018 11:00,N.Y.C.,6947,16
1/2/2018 12:00,N.Y.C.,6945,17
1/2/2018 13:00,N.Y.C.,6939,18
1/2/2018 14:00,N.Y.C.,6917,19
1/2/2018 15:00,N.Y.C.,6942,20
1/2/2018 16:00,N.Y.C.,7044,21
1/2/2018 17:00,N.Y.C.,7260,22
1/2/2018 18:00,N.Y.C.,7196,23
1/2/2018 19:00,N.Y.C.,7065,0
1/2/2018 20:00,N.Y.C.,6900,1
1/2/2018 21:00,N.Y.C.,6656,2
1/2/2018 22:00,N.Y.C.,6323,3
1/2/2018 23:00,N.Y.C.,5925,4
1/3/2018 0:00,N.Y.C.,5644,5
1/3/2018 1:00,N.Y.C.,5424,6
1/3/2018 2:00,N.Y.C.,5287,7
1/3/2018 3:00,N.Y.C.,5233,8
1/3/2018 4:00,N.Y.C.,5271,9
1/3/2018 5:00,N.Y.C.,5505,10
1/3/2018 6:00,N.Y.C.,6003,11
1/3/2018 7:00,N.Y.C.,6511,12
1/3/2018 8:00,N.Y.C.,6786,13
1/3/2018 9:00,N.Y.C.,6963,14
1/3/2018 10:00,N.Y.C.,7018,15
1/3/2018 11:00,N.Y.C.,7029,16
1/3/2018 12:00,N.Y.C.,7016,17
1/3/2018 13:00,N.Y.C.,7004,18
1/3/2018 14:00,N.Y.C.,6982,19
1/3/2018 15:00,N.Y.C.,7022,20
1/3/2018 16:00,N.Y.C.,7145,21
1/3/2018 17:00,N.Y.C.,7347,22
1/3/2018 18:00,N.Y.C.,7243,23
1/3/2018 19:00,N.Y.C.,7083,0
1/3/2018 20:00,N.Y.C.,6893,1
1/3/2018 21:00,N.Y.C.,6638,2
1/3/2018 22:00,N.Y.C.,6285,3
1/3/2018 23:00,N.Y.C.,5852,4
1/4/2018 0:00,N.Y.C.,5479,5
1/4/2018 1:00,N.Y.C.,5238,6
1/4/2018 2:00,N.Y.C.,5094,7
1/4/2018 3:00,N.Y.C.,5032,8
1/4/2018 4:00,N.Y.C.,5061,9
1/4/2018 5:00,N.Y.C.,5293,10
1/4/2018 6:00,N.Y.C.,5793,11
1/4/2018 7:00,N.Y.C.,6329,12
1/4/2018 8:00,N.Y.C.,6644,13
1/4/2018 9:00,N.Y.C.,6891,14
1/4/2018 10:00,N.Y.C.,6991,15
1/4/2018 11:00,N.Y.C.,7027,16
1/4/2018 12:00,N.Y.C.,7036,17
1/4/2018 13:00,N.Y.C.,7037,18
1/4/2018 14:00,N.Y.C.,7013,19
1/4/2018 15:00,N.Y.C.,7057,20
1/4/2018 16:00,N.Y.C.,7185,21
1/4/2018 17:00,N.Y.C.,7371,22
1/4/2018 18:00,N.Y.C.,7257,23
1/4/2018 19:00,N.Y.C.,7101,0
1/4/2018 20:00,N.Y.C.,6908,1
1/4/2018 21:00,N.Y.C.,6656,2
1/4/2018 22:00,N.Y.C.,6320,3
1/4/2018 23:00,N.Y.C.,5919,4
1/5/2018 0:00,N.Y.C.,5679,5
1/5/2018 1:00,N.Y.C.,5464,6
1/5/2018 2:00,N.Y.C.,5336,7
1/5/2018 3:00,N.Y.C.,5292,8
1/5/2018 4:00,N.Y.C.,5337,9
1/5/2018 5:00,N.Y.C.,5577,10
1/5/2018 6:00,N.Y.C.,6082,11
1/5/2018 7:00,N.Y.C.,6616,12
1/5/2018 8:00,N.Y.C.,6936,13
1/5/2018 9:00,N.Y.C.,7204,14
1/5/2018 10:00,N.Y.C.,7311,15
1/5/2018 11:00,N.Y.C.,7340,16
1/5/2018 12:00,N.Y.C.,7333,17
1/5/2018 13:00,N.Y.C.,7323,18
1/5/2018 14:00,N.Y.C.,7306,19
1/5/2018 15:00,N.Y.C.,7333,20
1/5/2018 16:00,N.Y.C.,7428,21
1/5/2018 17:00,N.Y.C.,7626,22
1/5/2018 18:00,N.Y.C.,7558,23
1/5/2018 19:00,N.Y.C.,7412,0
1/5/2018 20:00,N.Y.C.,7219,1
1/5/2018 21:00,N.Y.C.,6979,2
1/5/2018 22:00,N.Y.C.,6690,3
1/5/2018 23:00,N.Y.C.,6341,4
1/6/2018 0:00,N.Y.C.,5975,5
1/6/2018 1:00,N.Y.C.,5758,6
1/6/2018 2:00,N.Y.C.,5613,7
1/6/2018 3:00,N.Y.C.,5532,8
1/6/2018 4:00,N.Y.C.,5514,9
1/6/2018 5:00,N.Y.C.,5569,10
1/6/2018 6:00,N.Y.C.,5709,11
1/6/2018 7:00,N.Y.C.,5869,12
1/6/2018 8:00,N.Y.C.,6097,13
1/6/2018 9:00,N.Y.C.,6402,14
1/6/2018 10:00,N.Y.C.,6596,15
1/6/2018 11:00,N.Y.C.,6676,16
1/6/2018 12:00,N.Y.C.,6698,17
1/6/2018 13:00,N.Y.C.,6691,18
1/6/2018 14:00,N.Y.C.,6677,19
1/6/2018 15:00,N.Y.C.,6694,20
1/6/2018 16:00,N.Y.C.,6763,21
1/6/2018 17:00,N.Y.C.,6983,22
1/6/2018 18:00,N.Y.C.,7033,23
1/6/2018 19:00,N.Y.C.,6979,0
1/6/2018 20:00,N.Y.C.,6868,1
1/6/2018 21:00,N.Y.C.,6705,2
1/6/2018 22:00,N.Y.C.,6520,3
1/6/2018 23:00,N.Y.C.,6286,4
1/7/2018 0:00,N.Y.C.,6103,5
1/7/2018 1:00,N.Y.C.,5888,6
1/7/2018 2:00,N.Y.C.,5728,7
1/7/2018 3:00,N.Y.C.,5639,8
1/7/2018 4:00,N.Y.C.,5612,9
1/7/2018 5:00,N.Y.C.,5648,10
1/7/2018 6:00,N.Y.C.,5728,11
1/7/2018 7:00,N.Y.C.,5819,12
1/7/2018 8:00,N.Y.C.,6000,13
1/7/2018 9:00,N.Y.C.,6193,14
1/7/2018 10:00,N.Y.C.,6392,15
1/7/2018 11:00,N.Y.C.,6502,16
1/7/2018 12:00,N.Y.C.,6538,17
1/7/2018 13:00,N.Y.C.,6560,18
1/7/2018 14:00,N.Y.C.,6565,19
1/7/2018 15:00,N.Y.C.,6611,20
1/7/2018 16:00,N.Y.C.,6721,21
1/7/2018 17:00,N.Y.C.,7010,22
1/7/2018 18:00,N.Y.C.,7093,23
1/7/2018 19:00,N.Y.C.,7043,0
1/7/2018 20:00,N.Y.C.,6921,1
1/7/2018 21:00,N.Y.C.,6713,2
1/7/2018 22:00,N.Y.C.,6422,3
1/7/2018 23:00,N.Y.C.,6061,4
1/8/2018 0:00,N.Y.C.,5776,5
1/8/2018 1:00,N.Y.C.,5562,6
1/8/2018 2:00,N.Y.C.,5429,7
1/8/2018 3:00,N.Y.C.,5378,8
1/8/2018 4:00,N.Y.C.,5425,9
1/8/2018 5:00,N.Y.C.,5684,10
1/8/2018 6:00,N.Y.C.,6193,11
1/8/2018 7:00,N.Y.C.,6734,12
1/8/2018 8:00,N.Y.C.,7044,13
1/8/2018 9:00,N.Y.C.,7243,14
1/8/2018 10:00,N.Y.C.,7336,15
1/8/2018 11:00,N.Y.C.,7353,16
1/8/2018 12:00,N.Y.C.,7335,17
1/8/2018 13:00,N.Y.C.,7323,18
1/8/2018 14:00,N.Y.C.,7283,19
1/8/2018 15:00,N.Y.C.,7312,20
1/8/2018 16:00,N.Y.C.,7422,21
1/8/2018 17:00,N.Y.C.,7599,22
1/8/2018 18:00,N.Y.C.,7475,23
1/8/2018 19:00,N.Y.C.,7293,0
1/8/2018 20:00,N.Y.C.,7065,1
1/8/2018 21:00,N.Y.C.,6770,2
1/8/2018 22:00,N.Y.C.,6370,3
1/8/2018 23:00,N.Y.C.,5885,4
1/9/2018 0:00,N.Y.C.,5429,5
1/9/2018 1:00,N.Y.C.,5190,6
1/9/2018 2:00,N.Y.C.,5053,7
1/9/2018 3:00,N.Y.C.,4998,8
1/9/2018 4:00,N.Y.C.,5035,9
1/9/2018 5:00,N.Y.C.,5284,10
1/9/2018 6:00,N.Y.C.,5807,11
1/9/2018 7:00,N.Y.C.,6324,12
1/9/2018 8:00,N.Y.C.,6600,13
1/9/2018 9:00,N.Y.C.,6775,14
1/9/2018 10:00,N.Y.C.,6821,15
1/9/2018 11:00,N.Y.C.,6826,16
1/9/2018 12:00,N.Y.C.,6804,17
1/9/2018 13:00,N.Y.C.,6799,18
1/9/2018 14:00,N.Y.C.,6783,19
1/9/2018 15:00,N.Y.C.,6833,20
1/9/2018 16:00,N.Y.C.,6958,21
1/9/2018 17:00,N.Y.C.,7170,22
1/9/2018 18:00,N.Y.C.,7103,23
1/9/2018 19:00,N.Y.C.,6963,0
1/9/2018 20:00,N.Y.C.,6793,1
1/9/2018 21:00,N.Y.C.,6554,2
1/9/2018 22:00,N.Y.C.,6208,3
1/9/2018 23:00,N.Y.C.,5779,4
1/10/2018 0:00,N.Y.C.,5348,5
1/10/2018 1:00,N.Y.C.,5122,6
1/10/2018 2:00,N.Y.C.,4992,7
1/10/2018 3:00,N.Y.C.,4942,8
1/10/2018 4:00,N.Y.C.,4991,9
1/10/2018 5:00,N.Y.C.,5259,10
1/10/2018 6:00,N.Y.C.,5807,11
1/10/2018 7:00,N.Y.C.,6347,12
1/10/2018 8:00,N.Y.C.,6629,13
1/10/2018 9:00,N.Y.C.,6784,14
1/10/2018 10:00,N.Y.C.,6824,15
1/10/2018 11:00,N.Y.C.,6824,16
1/10/2018 12:00,N.Y.C.,6794,17
1/10/2018 13:00,N.Y.C.,6778,18
1/10/2018 14:00,N.Y.C.,6758,19
1/10/2018 15:00,N.Y.C.,6808,20
1/10/2018 16:00,N.Y.C.,6939,21
1/10/2018 17:00,N.Y.C.,7133,22
1/10/2018 18:00,N.Y.C.,7036,23
1/10/2018 19:00,N.Y.C.,6870,0
1/10/2018 20:00,N.Y.C.,6673,1
1/10/2018 21:00,N.Y.C.,6418,2
1/10/2018 22:00,N.Y.C.,6058,3
1/10/2018 23:00,N.Y.C.,5614,4
1/11/2018 0:00,N.Y.C.,5108,5
1/11/2018 1:00,N.Y.C.,4865,6
1/11/2018 2:00,N.Y.C.,4719,7
1/11/2018 3:00,N.Y.C.,4653,8
1/11/2018 4:00,N.Y.C.,4684,9
1/11/2018 5:00,N.Y.C.,4938,10
1/11/2018 6:00,N.Y.C.,5473,11
1/11/2018 7:00,N.Y.C.,6007,12
1/11/2018 8:00,N.Y.C.,6303,13
1/11/2018 9:00,N.Y.C.,6474,14
1/11/2018 10:00,N.Y.C.,6539,15
1/11/2018 11:00,N.Y.C.,6560,16
1/11/2018 12:00,N.Y.C.,6556,17
1/11/2018 13:00,N.Y.C.,6551,18
1/11/2018 14:00,N.Y.C.,6524,19
1/11/2018 15:00,N.Y.C.,6563,20
1/11/2018 16:00,N.Y.C.,6676,21
1/11/2018 17:00,N.Y.C.,6833,22
1/11/2018 18:00,N.Y.C.,6691,23
1/11/2018 19:00,N.Y.C.,6511,0
1/11/2018 20:00,N.Y.C.,6302,1
1/11/2018 21:00,N.Y.C.,6042,2
1/11/2018 22:00,N.Y.C.,5688,3
1/11/2018 23:00,N.Y.C.,5273,4
1/12/2018 0:00,N.Y.C.,4843,5
1/12/2018 1:00,N.Y.C.,4618,6
1/12/2018 2:00,N.Y.C.,4485,7
1/12/2018 3:00,N.Y.C.,4420,8
1/12/2018 4:00,N.Y.C.,4451,9
1/12/2018 5:00,N.Y.C.,4699,10
1/12/2018 6:00,N.Y.C.,5210,11
1/12/2018 7:00,N.Y.C.,5725,12
1/12/2018 8:00,N.Y.C.,6038,13
1/12/2018 9:00,N.Y.C.,6255,14
1/12/2018 10:00,N.Y.C.,6342,15
1/12/2018 11:00,N.Y.C.,6380,16
1/12/2018 12:00,N.Y.C.,6385,17
1/12/2018 13:00,N.Y.C.,6381,18
1/12/2018 14:00,N.Y.C.,6360,19
1/12/2018 15:00,N.Y.C.,6394,20
1/12/2018 16:00,N.Y.C.,6476,21
1/12/2018 17:00,N.Y.C.,6568,22
1/12/2018 18:00,N.Y.C.,6402,23
1/12/2018 19:00,N.Y.C.,6192,0
1/12/2018 20:00,N.Y.C.,5969,1
1/12/2018 21:00,N.Y.C.,5718,2
1/12/2018 22:00,N.Y.C.,5436,3
1/12/2018 23:00,N.Y.C.,5107,4
1/13/2018 0:00,N.Y.C.,4915,5
1/13/2018 1:00,N.Y.C.,4682,6
1/13/2018 2:00,N.Y.C.,4536,7
1/13/2018 3:00,N.Y.C.,4450,8
1/13/2018 4:00,N.Y.C.,4438,9
1/13/2018 5:00,N.Y.C.,4529,10
1/13/2018 6:00,N.Y.C.,4688,11
1/13/2018 7:00,N.Y.C.,4877,12
1/13/2018 8:00,N.Y.C.,5130,13
1/13/2018 9:00,N.Y.C.,5398,14
1/13/2018 10:00,N.Y.C.,5604,15
1/13/2018 11:00,N.Y.C.,5723,16
1/13/2018 12:00,N.Y.C.,5795,17
1/13/2018 13:00,N.Y.C.,5818,18
1/13/2018 14:00,N.Y.C.,5832,19
1/13/2018 15:00,N.Y.C.,5886,20
1/13/2018 16:00,N.Y.C.,5997,21
1/13/2018 17:00,N.Y.C.,6211,22
1/13/2018 18:00,N.Y.C.,6270,23
1/13/2018 19:00,N.Y.C.,6203,0
1/13/2018 20:00,N.Y.C.,6074,1
1/13/2018 21:00,N.Y.C.,5913,2
1/13/2018 22:00,N.Y.C.,5718,3
1/13/2018 23:00,N.Y.C.,5486,4
1/14/2018 0:00,N.Y.C.,5338,5
1/14/2018 1:00,N.Y.C.,5152,6
1/14/2018 2:00,N.Y.C.,5016,7
1/14/2018 3:00,N.Y.C.,4935,8
1/14/2018 4:00,N.Y.C.,4919,9
1/14/2018 5:00,N.Y.C.,4974,10
1/14/2018 6:00,N.Y.C.,5066,11
1/14/2018 7:00,N.Y.C.,5149,12
1/14/2018 8:00,N.Y.C.,5333,13
1/14/2018 9:00,N.Y.C.,5557,14
1/14/2018 10:00,N.Y.C.,5748,15
1/14/2018 11:00,N.Y.C.,5859,16
1/14/2018 12:00,N.Y.C.,5904,17
1/14/2018 13:00,N.Y.C.,5924,18
1/14/2018 14:00,N.Y.C.,5934,19
1/14/2018 15:00,N.Y.C.,5987,20
1/14/2018 16:00,N.Y.C.,6099,21
1/14/2018 17:00,N.Y.C.,6372,22
1/14/2018 18:00,N.Y.C.,6490,23
1/14/2018 19:00,N.Y.C.,6474,0
1/14/2018 20:00,N.Y.C.,6401,1
1/14/2018 21:00,N.Y.C.,6242,2
1/14/2018 22:00,N.Y.C.,6006,3
1/14/2018 23:00,N.Y.C.,5713,4
1/15/2018 0:00,N.Y.C.,5411,5
1/15/2018 1:00,N.Y.C.,5228,6
1/15/2018 2:00,N.Y.C.,5090,7
1/15/2018 3:00,N.Y.C.,5020,8
1/15/2018 4:00,N.Y.C.,5041,9
1/15/2018 5:00,N.Y.C.,5214,10
1/15/2018 6:00,N.Y.C.,5535,11
1/15/2018 7:00,N.Y.C.,5844,12
1/15/2018 8:00,N.Y.C.,6153,13
1/15/2018 9:00,N.Y.C.,6389,14
1/15/2018 10:00,N.Y.C.,6567,15
1/15/2018 11:00,N.Y.C.,6654,16
1/15/2018 12:00,N.Y.C.,6657,17
1/15/2018 13:00,N.Y.C.,6659,18
1/15/2018 14:00,N.Y.C.,6640,19
1/15/2018 15:00,N.Y.C.,6691,20
1/15/2018 16:00,N.Y.C.,6797,21
1/15/2018 17:00,N.Y.C.,7021,22
1/15/2018 18:00,N.Y.C.,7000,23
1/15/2018 19:00,N.Y.C.,6858,0
1/15/2018 20:00,N.Y.C.,6670,1
1/15/2018 21:00,N.Y.C.,6411,2
1/15/2018 22:00,N.Y.C.,6068,3
1/15/2018 23:00,N.Y.C.,5665,4
1/16/2018 0:00,N.Y.C.,5355,5
1/16/2018 1:00,N.Y.C.,5131,6
1/16/2018 2:00,N.Y.C.,5000,7
1/16/2018 3:00,N.Y.C.,4948,8
1/16/2018 4:00,N.Y.C.,4984,9
1/16/2018 5:00,N.Y.C.,5229,10
1/16/2018 6:00,N.Y.C.,5724,11
1/16/2018 7:00,N.Y.C.,6229,12
1/16/2018 8:00,N.Y.C.,6503,13
1/16/2018 9:00,N.Y.C.,6672,14
1/16/2018 10:00,N.Y.C.,6735,15
1/16/2018 11:00,N.Y.C.,6750,16
1/16/2018 12:00,N.Y.C.,6736,17
1/16/2018 13:00,N.Y.C.,6724,18
1/16/2018 14:00,N.Y.C.,6697,19
1/16/2018 15:00,N.Y.C.,6740,20
1/16/2018 16:00,N.Y.C.,6843,21
1/16/2018 17:00,N.Y.C.,6987,22
1/16/2018 18:00,N.Y.C.,6894,23
1/16/2018 19:00,N.Y.C.,6730,0
1/16/2018 20:00,N.Y.C.,6526,1
1/16/2018 21:00,N.Y.C.,6278,2
1/16/2018 22:00,N.Y.C.,5921,3
1/16/2018 23:00,N.Y.C.,5498,4
1/17/2018 0:00,N.Y.C.,5165,5
1/17/2018 1:00,N.Y.C.,4936,6
1/17/2018 2:00,N.Y.C.,4800,7
1/17/2018 3:00,N.Y.C.,4744,8
1/17/2018 4:00,N.Y.C.,4777,9
1/17/2018 5:00,N.Y.C.,5024,10
1/17/2018 6:00,N.Y.C.,5541,11
1/17/2018 7:00,N.Y.C.,6074,12
1/17/2018 8:00,N.Y.C.,6373,13
1/17/2018 9:00,N.Y.C.,6562,14
1/17/2018 10:00,N.Y.C.,6639,15
1/17/2018 11:00,N.Y.C.,6667,16
1/17/2018 12:00,N.Y.C.,6665,17
1/17/2018 13:00,N.Y.C.,6666,18
1/17/2018 14:00,N.Y.C.,6653,19
1/17/2018 15:00,N.Y.C.,6711,20
1/17/2018 16:00,N.Y.C.,6837,21
1/17/2018 17:00,N.Y.C.,6996,22
1/17/2018 18:00,N.Y.C.,6926,23
1/17/2018 19:00,N.Y.C.,6778,0
1/17/2018 20:00,N.Y.C.,6597,1
1/17/2018 21:00,N.Y.C.,6369,2
1/17/2018 22:00,N.Y.C.,6037,3
1/17/2018 23:00,N.Y.C.,5633,4
1/18/2018 0:00,N.Y.C.,5311,5
1/18/2018 1:00,N.Y.C.,5092,6
1/18/2018 2:00,N.Y.C.,4968,7
1/18/2018 3:00,N.Y.C.,4917,8
1/18/2018 4:00,N.Y.C.,4963,9
1/18/2018 5:00,N.Y.C.,5224,10
1/18/2018 6:00,N.Y.C.,5753,11
1/18/2018 7:00,N.Y.C.,6284,12
1/18/2018 8:00,N.Y.C.,6558,13
1/18/2018 9:00,N.Y.C.,6696,14
1/18/2018 10:00,N.Y.C.,6740,15
1/18/2018 11:00,N.Y.C.,6735,16
1/18/2018 12:00,N.Y.C.,6711,17
1/18/2018 13:00,N.Y.C.,6699,18
1/18/2018 14:00,N.Y.C.,6674,19
1/18/2018 15:00,N.Y.C.,6723,20
1/18/2018 16:00,N.Y.C.,6845,21
1/18/2018 17:00,N.Y.C.,7047,22
1/18/2018 18:00,N.Y.C.,6995,23
1/18/2018 19:00,N.Y.C.,6843,0
1/18/2018 20:00,N.Y.C.,6656,1
1/18/2018 21:00,N.Y.C.,6412,2
1/18/2018 22:00,N.Y.C.,6061,3
1/18/2018 23:00,N.Y.C.,5647,4
1/19/2018 0:00,N.Y.C.,5352,5
1/19/2018 1:00,N.Y.C.,5135,6
1/19/2018 2:00,N.Y.C.,5002,7
1/19/2018 3:00,N.Y.C.,4945,8
1/19/2018 4:00,N.Y.C.,4980,9
1/19/2018 5:00,N.Y.C.,5221,10
1/19/2018 6:00,N.Y.C.,5724,11
1/19/2018 7:00,N.Y.C.,6225,12
1/19/2018 8:00,N.Y.C.,6498,13
1/19/2018 9:00,N.Y.C.,6701,14
1/19/2018 10:00,N.Y.C.,6750,15
1/19/2018 11:00,N.Y.C.,6739,16
1/19/2018 12:00,N.Y.C.,6694,17
1/19/2018 13:00,N.Y.C.,6654,18
1/19/2018 14:00,N.Y.C.,6601,19
1/19/2018 15:00,N.Y.C.,6628,20
1/19/2018 16:00,N.Y.C.,6696,21
1/19/2018 17:00,N.Y.C.,6833,22
1/19/2018 18:00,N.Y.C.,6758,23
1/19/2018 19:00,N.Y.C.,6593,0
1/19/2018 20:00,N.Y.C.,6402,1
1/19/2018 21:00,N.Y.C.,6192,2
1/19/2018 22:00,N.Y.C.,5913,3
1/19/2018 23:00,N.Y.C.,5576,4
1/20/2018 0:00,N.Y.C.,5241,5
1/20/2018 1:00,N.Y.C.,5008,6
1/20/2018 2:00,N.Y.C.,4852,7
1/20/2018 3:00,N.Y.C.,4770,8
1/20/2018 4:00,N.Y.C.,4748,9
1/20/2018 5:00,N.Y.C.,4823,10
1/20/2018 6:00,N.Y.C.,4986,11
1/20/2018 7:00,N.Y.C.,5160,12
1/20/2018 8:00,N.Y.C.,5369,13
1/20/2018 9:00,N.Y.C.,5627,14
1/20/2018 10:00,N.Y.C.,5751,15
1/20/2018 11:00,N.Y.C.,5784,16
1/20/2018 12:00,N.Y.C.,5766,17
1/20/2018 13:00,N.Y.C.,5721,18
1/20/2018 14:00,N.Y.C.,5670,19
1/20/2018 15:00,N.Y.C.,5679,20
1/20/2018 16:00,N.Y.C.,5744,21
1/20/2018 17:00,N.Y.C.,5927,22
1/20/2018 18:00,N.Y.C.,5983,23
1/20/2018 19:00,N.Y.C.,5931,0
1/20/2018 20:00,N.Y.C.,5834,1
1/20/2018 21:00,N.Y.C.,5723,2
1/20/2018 22:00,N.Y.C.,5546,3
1/20/2018 23:00,N.Y.C.,5312,4
1/21/2018 0:00,N.Y.C.,4947,5
1/21/2018 1:00,N.Y.C.,4730,6
1/21/2018 2:00,N.Y.C.,4581,7
1/21/2018 3:00,N.Y.C.,4503,8
1/21/2018 4:00,N.Y.C.,4487,9
1/21/2018 5:00,N.Y.C.,4558,10
1/21/2018 6:00,N.Y.C.,4686,11
1/21/2018 7:00,N.Y.C.,4807,12
1/21/2018 8:00,N.Y.C.,4992,13
1/21/2018 9:00,N.Y.C.,5234,14
1/21/2018 10:00,N.Y.C.,5396,15
1/21/2018 11:00,N.Y.C.,5481,16
1/21/2018 12:00,N.Y.C.,5512,17
1/21/2018 13:00,N.Y.C.,5517,18
1/21/2018 14:00,N.Y.C.,5505,19
1/21/2018 15:00,N.Y.C.,5544,20
1/21/2018 16:00,N.Y.C.,5649,21
1/21/2018 17:00,N.Y.C.,5872,22
1/21/2018 18:00,N.Y.C.,5954,23
1/21/2018 19:00,N.Y.C.,5925,0
1/21/2018 20:00,N.Y.C.,5841,1
1/21/2018 21:00,N.Y.C.,5719,2
1/21/2018 22:00,N.Y.C.,5478,3
1/21/2018 23:00,N.Y.C.,5156,4
1/22/2018 0:00,N.Y.C.,4745,5
1/22/2018 1:00,N.Y.C.,4557,6
1/22/2018 2:00,N.Y.C.,4449,7
1/22/2018 3:00,N.Y.C.,4407,8
1/22/2018 4:00,N.Y.C.,4466,9
1/22/2018 5:00,N.Y.C.,4737,10
1/22/2018 6:00,N.Y.C.,5264,11
1/22/2018 7:00,N.Y.C.,5794,12
1/22/2018 8:00,N.Y.C.,6114,13
1/22/2018 9:00,N.Y.C.,6413,14
1/22/2018 10:00,N.Y.C.,6490,15
1/22/2018 11:00,N.Y.C.,6503,16
1/22/2018 12:00,N.Y.C.,6493,17
1/22/2018 13:00,N.Y.C.,6470,18
1/22/2018 14:00,N.Y.C.,6435,19
1/22/2018 15:00,N.Y.C.,6469,20
1/22/2018 16:00,N.Y.C.,6547,21
1/22/2018 17:00,N.Y.C.,6639,22
1/22/2018 18:00,N.Y.C.,6544,23
1/22/2018 19:00,N.Y.C.,6405,0
1/22/2018 20:00,N.Y.C.,6230,1
1/22/2018 21:00,N.Y.C.,6028,2
1/22/2018 22:00,N.Y.C.,5714,3
1/22/2018 23:00,N.Y.C.,5310,4
1/23/2018 0:00,N.Y.C.,4786,5
1/23/2018 1:00,N.Y.C.,4541,6
1/23/2018 2:00,N.Y.C.,4407,7
1/23/2018 3:00,N.Y.C.,4351,8
1/23/2018 4:00,N.Y.C.,4396,9
1/23/2018 5:00,N.Y.C.,4665,10
1/23/2018 6:00,N.Y.C.,5225,11
1/23/2018 7:00,N.Y.C.,5767,12
1/23/2018 8:00,N.Y.C.,6076,13
1/23/2018 9:00,N.Y.C.,6303,14
1/23/2018 10:00,N.Y.C.,6362,15
1/23/2018 11:00,N.Y.C.,6378,16
1/23/2018 12:00,N.Y.C.,6374,17
1/23/2018 13:00,N.Y.C.,6371,18
1/23/2018 14:00,N.Y.C.,6352,19
1/23/2018 15:00,N.Y.C.,6398,20
1/23/2018 16:00,N.Y.C.,6485,21
1/23/2018 17:00,N.Y.C.,6596,22
1/23/2018 18:00,N.Y.C.,6499,23
1/23/2018 19:00,N.Y.C.,6337,0
1/23/2018 20:00,N.Y.C.,6145,1
1/23/2018 21:00,N.Y.C.,5915,2
1/23/2018 22:00,N.Y.C.,5577,3
1/23/2018 23:00,N.Y.C.,5167,4
1/24/2018 0:00,N.Y.C.,4818,5
1/24/2018 1:00,N.Y.C.,4603,6
1/24/2018 2:00,N.Y.C.,4476,7
1/24/2018 3:00,N.Y.C.,4430,8
1/24/2018 4:00,N.Y.C.,4480,9
1/24/2018 5:00,N.Y.C.,4751,10
1/24/2018 6:00,N.Y.C.,5320,11
1/24/2018 7:00,N.Y.C.,5870,12
1/24/2018 8:00,N.Y.C.,6175,13
1/24/2018 9:00,N.Y.C.,6355,14
1/24/2018 10:00,N.Y.C.,6403,15
1/24/2018 11:00,N.Y.C.,6423,16
1/24/2018 12:00,N.Y.C.,6416,17
1/24/2018 13:00,N.Y.C.,6425,18
1/24/2018 14:00,N.Y.C.,6423,19
1/24/2018 15:00,N.Y.C.,6484,20
1/24/2018 16:00,N.Y.C.,6612,21
1/24/2018 17:00,N.Y.C.,6798,22
1/24/2018 18:00,N.Y.C.,6760,23
1/24/2018 19:00,N.Y.C.,6617,0
1/24/2018 20:00,N.Y.C.,6436,1
1/24/2018 21:00,N.Y.C.,6209,2
1/24/2018 22:00,N.Y.C.,5873,3
1/24/2018 23:00,N.Y.C.,5465,4
1/25/2018 0:00,N.Y.C.,5082,5
1/25/2018 1:00,N.Y.C.,4865,6
1/25/2018 2:00,N.Y.C.,4742,7
1/25/2018 3:00,N.Y.C.,4689,8
1/25/2018 4:00,N.Y.C.,4734,9
